;Genotype;date;modality;plant;order;nb_visible_leaves;nb_foliar_primordia;nb_total_leaves;nb_open_flowers;nb_aborted_flowers;nb_total_flowers;nb_vegetative_bud;nb_initiated_bud;nb_floral_bud;nb_stolons;type_of_crown;crown_status;vid;plant_vid
1147;BH516;22-06-2018;CF12074;6;1;7;0;7;7;0;10;0;0;0;0;3;4.0;4744;4698
393;BH516;22-06-2018;CF12074;6;2;2;0;2;4;0;5;0;0;0;0;3;4.0;4708;4698
403;BH516;22-06-2018;CF12074;6;2;2;0;2;5;0;5;0;0;0;0;2;4.0;4720;4698
421;BH516;22-06-2018;CF12074;6;2;2;0;2;7;0;8;1;0;0;0;3;4.0;4751;4698
437;BH516;22-06-2018;CF12074;6;2;4;0;4;6;0;6;3;0;0;0;2;4.0;4773;4698
467;BH516;22-06-2018;CF12074;6;2;4;0;4;0;0;0;4;0;0;0;2;4.0;4821;4698
488;BH516;22-06-2018;CF12074;6;2;2;0;2;5;0;5;0;0;0;0;3;4.0;4857;4698
501;BH516;22-06-2018;CF12074;6;2;3;0;3;4;0;5;3;0;0;0;2;4.0;4879;4698
531;BH516;22-06-2018;CF12074;6;2;1;0;1;0;0;0;0;0;0;0;2;1.0;4930;4698
537;BH516;22-06-2018;CF12074;6;2;4;0;4;0;0;2;1;0;0;0;2;4.0;4944;4698
546;BH516;22-06-2018;CF12074;6;2;3;0;3;3;0;4;3;0;0;0;2;4.0;4957;4698
567;BH516;22-06-2018;CF12074;6;2;5;0;5;3;0;3;2;0;0;3;2;4.0;4981;4698
109;BH516;22-06-2018;CF12074;6;3;3;0;3;0;0;2;1;0;0;0;2;4.0;4711;4698
405;BH516;22-06-2018;CF12074;6;3;4;0;4;0;0;3;1;0;0;1;2;4.0;4723;4698
424;BH516;22-06-2018;CF12074;6;3;3;0;3;3;0;5;1;0;0;1;2;4.0;4756;4698
446;BH516;22-06-2018;CF12074;6;3;4;0;4;3;0;4;2;0;0;2;2;4.0;4784;4698
473;BH516;22-06-2018;CF12074;6;3;3;0;3;0;0;0;0;0;0;3;2;1.0;4832;4698
491;BH516;22-06-2018;CF12074;6;3;4;0;4;1;0;1;4;0;0;0;2;4.0;4860;4698
507;BH516;22-06-2018;CF12074;6;3;3;0;3;0;0;0;2;0;0;0;2;1.0;4887;4698
553;BH516;22-06-2018;CF12074;6;3;3;0;3;0;0;0;0;0;0;2;2;1.0;4965;4698
574;BH516;22-06-2018;CF12074;6;3;2;0;2;0;0;0;0;0;0;1;2;1.0;4995;4698
100;BH516;22-06-2018;CF12074;6;4;2;0;2;0;0;0;0;0;0;2;2;1.0;4804;4698
411;BH516;22-06-2018;CF12074;6;4;2;0;2;0;0;0;2;0;0;0;2;4.0;4732;4698
429;BH516;22-06-2018;CF12074;6;4;2;0;2;0;0;0;0;0;0;2;2;1.0;4762;4698
450;BH516;22-06-2018;CF12074;6;4;3;0;3;0;0;0;0;0;0;3;3;1.0;4792;4698
496;BH516;22-06-2018;CF12074;6;4;1;0;1;0;0;0;0;0;0;1;2;1.0;4871;4698
1;BH518;22-06-2018;CF12372B;1;0;16;0;16;5;0;14;4;0;0;5;1;4.0;2;1
3;BH518;22-06-2018;CF12372B;1;1;4;0;4;2;0;6;1;0;0;0;3;4.0;5;1
11;BH518;22-06-2018;CF12372B;1;1;9;0;9;0;0;0;0;0;0;5;3;1.0;17;1
38;BH518;22-06-2018;CF12372B;1;1;3;0;3;6;0;6;2;0;0;0;3;4.0;63;1
47;BH518;22-06-2018;CF12372B;1;1;4;0;4;6;0;8;1;0;0;0;3;4.0;81;1
56;BH518;22-06-2018;CF12372B;1;1;4;0;4;0;0;0;0;0;0;0;3;-1.0;99;1
60;BH518;22-06-2018;CF12372B;1;1;3;0;3;6;0;6;2;0;0;0;3;4.0;106;1
88;BH518;22-06-2018;CF12372B;1;1;4;0;4;6;0;6;3;0;0;0;2;4.0;139;1
6;BH518;22-06-2018;CF12372B;1;2;3;0;3;0;0;0;0;0;0;0;2;1.0;10;1
40;BH518;22-06-2018;CF12372B;1;2;4;0;4;0;0;0;0;0;0;2;2;1.0;69;1
50;BH518;22-06-2018;CF12372B;1;2;3;0;3;0;0;0;0;0;0;3;2;1.0;86;1
66;BH518;22-06-2018;CF12372B;1;2;6;0;6;5;0;7;5;0;0;1;2;4.0;114;1
97;BH518;22-06-2018;CF12372B;1;2;5;0;5;9;0;9;4;0;0;1;2;4.0;150;1
81;BH518;22-06-2018;CF12372B;1;3;3;0;3;0;0;0;0;0;0;0;2;1.0;131;1
107;BH518;22-06-2018;CF12372B;1;3;2;1;3;0;0;0;0;0;0;3;2;1.0;164;1
114;BH518;22-06-2018;CF12372B;2;0;17;0;17;6;0;14;5;0;0;6;1;4.0;179;178
115;BH518;22-06-2018;CF12372B;2;1;4;0;4;11;0;12;1;0;0;0;3;4.0;181;178
134;BH518;22-06-2018;CF12372B;2;1;3;0;3;0;0;0;0;0;0;0;3;4.0;210;178
156;BH518;22-06-2018;CF12372B;2;1;7;0;7;11;0;13;6;0;0;0;3;4.0;243;178
213;BH518;22-06-2018;CF12372B;2;1;3;0;3;7;0;7;1;0;0;0;3;4.0;328;178
228;BH518;22-06-2018;CF12372B;2;1;2;0;2;4;0;4;1;0;0;0;2;4.0;353;178
119;BH518;22-06-2018;CF12372B;2;2;2;0;2;2;0;2;0;0;0;0;2;4.0;188;178
136;BH518;22-06-2018;CF12372B;2;2;3;0;3;6;0;6;0;0;0;0;2;4.0;214;178
169;BH518;22-06-2018;CF12372B;2;2;4;0;4;0;0;0;0;0;0;0;3;1.0;260;178
174;BH518;22-06-2018;CF12372B;2;2;6;0;6;0;0;8;6;0;0;0;2;4.0;267;178
216;BH518;22-06-2018;CF12372B;2;2;5;0;5;0;0;8;5;0;0;0;2;4.0;334;178
231;BH518;22-06-2018;CF12372B;2;2;5;0;5;8;0;8;5;0;0;0;2;4.0;358;178
138;BH518;22-06-2018;CF12372B;2;3;3;0;3;0;0;0;0;0;0;0;3;-1.0;217;178
240;BH518;22-06-2018;CF12372B;2;3;1;0;1;0;0;0;0;0;0;1;2;1.0;372;178
728;BH518;22-06-2018;CF12372B;2;3;5;1;6;0;0;5;2;0;0;2;2;4.0;191;178
848;BH518;22-06-2018;CF12372B;2;3;4;1;5;1;0;9;5;0;0;0;2;4.0;223;178
246;BH518;22-06-2018;CF12372B;3;0;15;0;15;10;0;14;6;0;0;4;1;4.0;381;380
163;BH518;22-06-2018;CF12372B;3;1;9;0;9;4;0;7;2;0;0;0;3;4.0;383;380
268;BH518;22-06-2018;CF12372B;3;1;12;0;12;6;0;13;1;0;0;9;3;4.0;416;380
302;BH518;22-06-2018;CF12372B;3;1;6;0;6;8;0;9;0;0;0;0;3;4.0;474;380
344;BH518;22-06-2018;CF12372B;3;1;3;0;3;6;0;6;2;0;0;0;3;4.0;534;380
352;BH518;22-06-2018;CF12372B;3;1;8;0;8;3;0;3;7;0;0;1;2;4.0;548;380
257;BH518;22-06-2018;CF12372B;3;2;1;0;1;3;0;4;0;0;0;0;2;4.0;397;380
287;BH518;22-06-2018;CF12372B;3;2;2;0;2;5;0;6;1;0;0;0;3;4.0;448;380
292;BH518;22-06-2018;CF12372B;3;2;2;0;2;8;0;8;0;0;0;0;2;4.0;457;380
306;BH518;22-06-2018;CF12372B;3;2;2;0;2;6;0;6;0;0;0;0;2;4.0;481;380
348;BH518;22-06-2018;CF12372B;3;2;4;0;4;0;0;0;0;0;0;0;2;1.0;540;380
225;BH518;22-06-2018;CF12372B;3;3;4;0;4;0;0;0;4;0;0;0;2;3.0;399;380
290;BH518;22-06-2018;CF12372B;3;3;2;0;2;0;0;0;0;0;0;0;2;1.0;451;380
294;BH518;22-06-2018;CF12372B;3;3;5;0;5;0;0;7;1;0;0;1;2;4.0;460;380
309;BH518;22-06-2018;CF12372B;3;3;5;0;5;0;0;0;5;0;0;0;2;4.0;484;380
368;BH518;22-06-2018;CF12372B;4;0;11;0;11;5;0;11;4;0;0;3;1;4.0;576;575
369;BH518;22-06-2018;CF12372B;4;1;16;0;16;4;0;10;7;0;0;6;3;4.0;578;575
452;BH518;22-06-2018;CF12372B;4;1;2;0;2;6;0;6;0;0;0;0;3;4.0;699;575
480;BH518;22-06-2018;CF12372B;4;1;4;0;4;6;0;6;3;0;0;0;3;4.0;748;575
502;BH518;22-06-2018;CF12372B;4;1;5;0;5;6;0;6;3;0;0;0;2;4.0;784;575
382;BH518;22-06-2018;CF12372B;4;2;4;0;4;4;0;5;0;0;0;0;3;4.0;595;575
415;BH518;22-06-2018;CF12372B;4;2;2;0;2;8;0;9;1;0;0;0;3;4.0;643;575
433;BH518;22-06-2018;CF12372B;4;2;3;0;3;7;0;8;1;0;0;0;2;4.0;673;575
454;BH518;22-06-2018;CF12372B;4;2;6;0;6;8;0;8;4;0;0;2;2;4.0;702;575
487;BH518;22-06-2018;CF12372B;4;2;5;0;5;0;0;5;4;0;0;1;2;4.0;759;575
510;BH518;22-06-2018;CF12372B;4;2;5;0;5;0;0;0;5;0;0;0;3;3.0;795;575
518;BH518;22-06-2018;CF12372B;4;2;5;0;5;0;0;4;4;0;0;1;2;4.0;813;575
384;BH518;22-06-2018;CF12372B;4;3;4;1;5;1;0;3;5;0;0;0;2;4.0;600;575
418;BH518;22-06-2018;CF12372B;4;3;5;0;5;7;0;7;3;0;0;1;2;4.0;648;575
439;BH518;22-06-2018;CF12372B;4;3;5;0;5;0;0;3;5;0;0;0;2;4.0;679;575
463;BH518;22-06-2018;CF12372B;4;3;2;0;2;0;0;0;2;0;0;0;2;1.0;719;575
495;BH518;22-06-2018;CF12372B;4;3;1;0;1;0;0;0;1;0;0;0;2;1.0;773;575
426;BH518;22-06-2018;CF12372B;4;4;1;1;2;0;0;0;2;0;0;0;2;4.0;662;575
530;BH518;22-06-2018;CF12372B;5;0;17;0;17;7;0;11;3;0;0;7;1;4.0;833;832
532;BH518;22-06-2018;CF12372B;5;1;8;0;8;0;0;6;8;0;0;0;3;4.0;835;832
547;BH518;22-06-2018;CF12372B;5;1;5;0;5;8;0;10;3;0;0;0;3;4.0;862;832
590;BH518;22-06-2018;CF12372B;5;1;7;0;7;8;0;12;6;0;0;0;3;4.0;927;832
614;BH518;22-06-2018;CF12372B;5;1;7;0;7;0;0;0;5;0;0;2;3;1.0;970;832
642;BH518;22-06-2018;CF12372B;5;1;2;0;2;11;0;11;0;0;0;0;3;4.0;1021;832
661;BH518;22-06-2018;CF12372B;5;1;4;0;4;8;0;9;0;0;0;0;3;4.0;1052;832
679;BH518;22-06-2018;CF12372B;5;1;4;0;4;6;0;7;2;0;0;0;3;4.0;1079;832
698;BH518;22-06-2018;CF12372B;5;1;7;0;7;9;0;9;6;0;0;1;2;4.0;1107;832
548;BH518;22-06-2018;CF12372B;5;2;5;0;5;4;0;6;5;0;0;0;3;4.0;864;832
570;BH518;22-06-2018;CF12372B;5;2;2;0;2;6;0;7;1;0;0;0;2;4.0;893;832
601;BH518;22-06-2018;CF12372B;5;2;2;0;2;6;0;6;0;0;0;0;2;4.0;947;832
644;BH518;22-06-2018;CF12372B;5;2;6;0;6;7;0;7;4;0;0;2;2;4.0;1024;832
664;BH518;22-06-2018;CF12372B;5;2;6;0;6;0;0;7;4;0;0;2;2;4.0;1057;832
685;BH518;22-06-2018;CF12372B;5;2;5;0;5;0;0;5;5;0;0;0;2;4.0;1088;832
714;BH518;22-06-2018;CF12372B;5;2;2;0;2;0;0;0;1;0;0;1;2;1.0;1127;832
560;BH518;22-06-2018;CF12372B;5;3;2;0;2;0;0;0;0;0;0;0;2;1.0;878;832
573;BH518;22-06-2018;CF12372B;5;3;5;0;5;7;0;7;4;0;0;0;2;4.0;898;832
602;BH518;22-06-2018;CF12372B;5;3;4;1;5;0;0;0;5;0;0;0;2;4.0;950;832
654;BH518;22-06-2018;CF12372B;5;3;1;1;2;0;0;0;0;0;0;2;2;1.0;1041;832
582;BH518;22-06-2018;CF12372B;5;4;2;1;3;0;0;0;1;0;0;2;2;4.0;912;832
723;BH518;22-06-2018;CF12372B;6;0;18;0;18;5;0;15;5;0;0;6;1;4.0;1138;1137
725;BH518;22-06-2018;CF12372B;6;1;6;0;6;0;0;0;5;0;0;1;3;1.0;1140;1137
737;BH518;22-06-2018;CF12372B;6;1;9;0;9;0;0;0;7;0;0;2;3;1.0;1161;1137
757;BH518;22-06-2018;CF12372B;6;1;3;0;3;0;0;0;2;0;0;0;3;4.0;1191;1137
783;BH518;22-06-2018;CF12372B;6;1;3;0;3;2;0;7;2;0;0;0;3;4.0;1233;1137
804;BH518;22-06-2018;CF12372B;6;1;4;0;4;0;0;0;0;0;0;0;3;-1.0;1264;1137
809;BH518;22-06-2018;CF12372B;6;1;5;0;5;0;0;0;0;0;0;1;3;4.0;1271;1137
816;BH518;22-06-2018;CF12372B;6;1;2;0;2;0;0;0;1;0;0;0;3;4.0;1283;1137
826;BH518;22-06-2018;CF12372B;6;1;3;0;3;9;0;9;2;0;0;0;3;4.0;1301;1137
842;BH518;22-06-2018;CF12372B;6;1;3;0;3;10;0;12;2;0;0;0;2;4.0;1331;1137
760;BH518;22-06-2018;CF12372B;6;2;2;0;2;3;0;6;1;0;0;0;2;4.0;1199;1137
789;BH518;22-06-2018;CF12372B;6;2;1;0;1;0;0;0;0;0;0;0;2;-1.0;1241;1137
831;BH518;22-06-2018;CF12372B;6;2;5;1;6;0;0;0;5;0;0;1;2;4.0;1309;1137
1176;BH518;22-06-2018;CF12372B;6;2;6;0;6;0;0;0;6;0;0;0;2;4.0;1339;1137
761;BH518;22-06-2018;CF12372B;6;3;3;0;3;6;0;6;2;0;0;0;2;4.0;1204;1137
768;BH518;22-06-2018;CF12372B;6;4;4;1;5;0;0;0;5;0;0;0;2;3.0;1212;1137
1262;CH513;22-06-2018;CF13143;1;0;12;0;12;12;0;14;5;0;0;3;1;4.0;14457;14456
74;CH513;22-06-2018;CF13143;1;1;7;0;7;15;0;18;3;0;0;2;3;4.0;14459;14456
684;CH513;22-06-2018;CF13143;1;1;11;0;11;17;0;17;5;0;0;4;3;4.0;14517;14456
1034;CH513;22-06-2018;CF13143;1;1;4;0;4;5;0;5;3;0;0;0;3;4.0;14609;14456
1133;CH513;22-06-2018;CF13143;1;1;3;0;3;7;0;7;2;0;0;0;2;4.0;14639;14456
89;CH513;22-06-2018;CF13143;1;2;3;0;3;3;0;6;2;0;0;0;3;4.0;14476;14456
103;CH513;22-06-2018;CF13143;1;2;2;0;2;5;0;7;2;0;0;0;2;4.0;14494;14456
146;CH513;22-06-2018;CF13143;1;2;2;0;2;5;0;5;1;0;0;0;2;4.0;14567;14456
184;CH513;22-06-2018;CF13143;1;2;4;0;4;0;0;7;4;0;0;0;2;4.0;14620;14456
202;CH513;22-06-2018;CF13143;1;2;4;0;4;0;0;10;4;0;0;0;2;4.0;14647;14456
542;CH513;22-06-2018;CF13143;1;2;2;0;2;6;0;6;1;0;0;0;3;4.0;14546;14456
106;CH513;22-06-2018;CF13143;1;3;5;0;5;0;0;0;4;0;0;0;2;1.0;14499;14456
150;CH513;22-06-2018;CF13143;1;3;4;0;4;0;0;6;2;0;0;0;2;4.0;14572;14456
191;CH513;22-06-2018;CF13143;1;3;1;0;1;0;0;0;1;0;0;0;2;1.0;14631;14456
492;CH513;22-06-2018;CF13143;1;3;4;0;4;0;0;0;4;0;0;0;2;4.0;14551;14456
513;CH513;22-06-2018;CF13143;1;3;2;0;2;0;0;0;2;0;0;0;2;4.0;14484;14456
1203;CH513;22-06-2018;CF13143;1;3;2;0;2;0;0;0;2;0;0;0;2;1.0;14658;14456
1240;CH513;22-06-2018;CF13143;2;0;16;0;16;13;0;15;5;0;0;7;1;4.0;14670;14669
218;CH513;22-06-2018;CF13143;2;1;7;0;7;11;0;21;6;0;0;0;3;4.0;14672;14669
248;CH513;22-06-2018;CF13143;2;1;4;0;4;9;0;11;2;0;0;1;3;4.0;14720;14669
681;CH513;22-06-2018;CF13143;2;1;2;0;2;7;0;9;1;0;0;0;2;4.0;14819;14669
763;CH513;22-06-2018;CF13143;2;1;2;0;2;6;0;8;1;0;0;0;3;4.0;14795;14669
210;CH513;22-06-2018;CF13143;2;2;4;0;4;8;0;8;3;0;0;0;2;4.0;14731;14669
474;CH513;22-06-2018;CF13143;2;2;3;0;3;0;0;0;2;0;0;0;2;4.0;14800;14669
577;CH513;22-06-2018;CF13143;2;2;4;0;4;0;0;8;3;0;0;0;2;4.0;14692;14669
1141;CH513;22-06-2018;CF13143;2;2;3;0;3;0;0;0;2;0;0;0;2;4.0;14824;14669
26;CH513;22-06-2018;CF13143;2;3;2;0;2;0;0;0;2;0;0;0;2;4.0;14703;14669
262;CH513;22-06-2018;CF13143;2;3;5;0;5;0;0;8;5;0;0;0;2;4.0;14742;14669
301;CH513;22-06-2018;CF13143;2;3;1;1;2;0;0;0;1;0;0;1;2;4.0;14808;14669
318;CH513;22-06-2018;CF13143;2;3;2;0;2;0;0;0;1;0;0;1;2;4.0;14832;14669
270;CH513;22-06-2018;CF13143;2;4;1;0;1;0;0;0;1;0;0;0;2;1.0;14756;14669
325;CH513;22-06-2018;CF13143;3;0;16;0;16;7;0;19;4;0;0;5;1;4.0;14844;14843
185;CH513;22-06-2018;CF13143;3;1;3;0;3;4;0;4;2;0;0;0;3;4.0;15066;14843
319;CH513;22-06-2018;CF13143;3;1;3;0;3;0;0;0;1;0;0;1;3;4.0;14883;14843
392;CH513;22-06-2018;CF13143;3;1;8;0;8;10;0;10;2;0;0;4;3;4.0;14946;14843
436;CH513;22-06-2018;CF13143;3;1;7;0;7;4;0;4;7;0;0;0;3;4.0;15012;14843
484;CH513;22-06-2018;CF13143;3;1;2;0;2;7;0;8;1;0;0;0;2;4.0;15090;14843
636;CH513;22-06-2018;CF13143;3;1;6;0;6;6;0;6;1;0;0;2;3;4.0;14846;14843
830;CH513;22-06-2018;CF13143;3;1;5;0;5;10;0;11;4;0;0;0;3;4.0;14910;14843
92;CH513;22-06-2018;CF13143;3;2;5;0;5;0;0;0;4;0;0;0;2;4.0;15095;14843
215;CH513;22-06-2018;CF13143;3;2;4;0;4;1;0;5;4;0;0;0;2;4.0;15074;14843
295;CH513;22-06-2018;CF13143;3;2;2;0;2;3;0;4;2;0;0;0;2;4.0;14924;14843
338;CH513;22-06-2018;CF13143;3;2;5;0;5;0;0;0;5;0;0;0;2;1.0;14864;14843
419;CH513;22-06-2018;CF13143;3;2;3;0;3;6;0;7;2;0;0;0;2;4.0;14987;14843
558;CH513;22-06-2018;CF13143;3;2;3;0;3;0;0;0;0;0;0;0;2;1.0;15032;14843
667;CH513;22-06-2018;CF13143;3;2;3;0;3;0;0;0;1;0;0;0;3;4.0;14854;14843
675;CH513;22-06-2018;CF13143;3;2;2;0;2;3;0;4;2;0;0;0;3;4.0;14966;14843
865;CH513;22-06-2018;CF13143;3;2;3;0;3;6;0;6;3;0;0;0;2;4.0;14891;14843
617;CH513;22-06-2018;CF13143;3;3;2;0;2;0;0;0;2;0;0;0;2;1.0;14899;14843
961;CH513;22-06-2018;CF13143;3;3;4;0;4;0;0;0;4;0;0;0;2;1.0;14929;14843
1107;CH513;22-06-2018;CF13143;3;3;4;0;4;0;0;0;4;0;0;0;2;1.0;14971;14843
1188;CH513;22-06-2018;CF13143;3;3;4;0;4;0;0;6;4;0;0;0;2;4.0;14995;14843
497;CH513;22-06-2018;CF13143;4;0;18;0;18;13;0;14;8;0;0;5;1;4.0;15113;15112
347;CH513;22-06-2018;CF13143;4;1;8;0;8;9;0;9;4;0;0;2;3;4.0;15170;15112
370;CH513;22-06-2018;CF13143;4;1;3;0;3;9;0;10;2;0;0;0;3;4.0;15115;15112
516;CH513;22-06-2018;CF13143;4;1;5;0;5;5;0;6;0;0;0;0;3;4.0;15145;15112
578;CH513;22-06-2018;CF13143;4;1;8;0;8;0;0;6;8;0;0;0;3;4.0;15242;15112
604;CH513;22-06-2018;CF13143;4;1;4;0;4;6;0;6;4;0;0;0;3;4.0;15290;15112
620;CH513;22-06-2018;CF13143;4;1;7;0;7;0;0;0;7;0;0;0;3;1.0;15335;15112
643;CH513;22-06-2018;CF13143;4;1;7;0;7;0;0;0;7;0;0;0;2;1.0;15359;15112
167;CH513;22-06-2018;CF13143;4;2;2;0;2;4;0;4;2;0;0;0;2;4.0;15123;15112
519;CH513;22-06-2018;CF13143;4;2;4;0;4;0;0;5;4;0;0;0;2;4.0;15151;15112
566;CH513;22-06-2018;CF13143;4;2;2;0;2;5;0;5;1;0;0;0;2;4.0;15220;15112
591;CH513;22-06-2018;CF13143;4;2;2;0;2;0;0;0;2;0;0;0;2;1.0;15265;15112
648;CH513;22-06-2018;CF13143;4;2;5;0;5;0;0;0;4;0;0;0;3;4.0;15190;15112
1067;CH513;22-06-2018;CF13143;4;2;4;0;4;0;0;0;4;0;0;0;2;1.0;15301;15112
260;CH513;22-06-2018;CF13143;4;3;2;0;2;0;0;0;2;0;0;0;2;-1.0;15210;15112
386;CH513;22-06-2018;CF13143;4;3;4;0;4;0;0;0;4;0;0;0;2;4.0;15225;15112
508;CH513;22-06-2018;CF13143;4;3;4;0;4;0;0;0;4;0;0;0;2;1.0;15128;15112
527;CH513;22-06-2018;CF13143;4;3;1;0;1;0;0;0;1;0;0;0;2;1.0;15162;15112
692;CH513;22-06-2018;CF13143;4;3;2;0;2;0;0;0;2;0;0;0;3;1.0;15201;15112
658;CH513;22-06-2018;CF13143;5;0;9;0;9;8;0;17;4;0;0;1;1;4.0;15384;15383
361;CH513;22-06-2018;CF13143;5;1;2;0;2;6;0;6;0;0;0;0;3;4.0;15499;15383
673;CH513;22-06-2018;CF13143;5;1;11;0;11;13;0;14;6;0;0;3;3;4.0;15407;15383
805;CH513;22-06-2018;CF13143;5;1;5;0;5;4;0;4;5;0;0;0;3;4.0;15386;15383
950;CH513;22-06-2018;CF13143;5;1;2;0;2;8;0;8;1;0;0;0;2;4.0;15530;15383
536;CH513;22-06-2018;CF13143;5;2;2;0;2;0;0;0;1;0;0;0;3;4.0;15501;15383
599;CH513;22-06-2018;CF13143;5;2;4;0;4;0;0;0;3;0;0;0;2;4.0;15535;15383
669;CH513;22-06-2018;CF13143;5;2;3;0;3;0;0;0;0;0;0;0;2;1.0;15400;15383
694;CH513;22-06-2018;CF13143;5;2;2;0;2;6;0;6;0;0;0;0;3;4.0;15436;15383
710;CH513;22-06-2018;CF13143;5;2;2;0;2;4;0;5;1;0;0;0;2;4.0;15458;15383
745;CH513;22-06-2018;CF13143;5;2;5;0;5;0;0;0;5;0;0;0;2;4.0;15508;15383
124;CH513;22-06-2018;CF13143;5;3;4;0;4;0;0;7;4;0;0;0;2;4.0;15464;15383
303;CH513;22-06-2018;CF13143;5;3;3;0;3;0;0;7;2;0;0;0;2;4.0;15439;15383
615;CH513;22-06-2018;CF13143;5;3;1;0;1;0;0;0;1;0;0;0;2;1.0;15522;15383
677;CH513;22-06-2018;CF13143;5;3;1;0;1;0;0;0;0;0;0;0;3;1.0;15460;15383
767;CH513;22-06-2018;CF13143;5;3;2;0;2;0;0;0;2;0;0;0;2;4.0;15546;15383
105;CH513;22-06-2018;CF13143;5;4;1;0;1;0;0;0;1;0;0;0;2;1.0;15475;15383
556;CH513;22-06-2018;CF13143;5;4;1;1;2;0;0;0;2;0;0;0;2;3.0;15447;15383
776;CH513;22-06-2018;CF13143;6;0;12;0;12;8;0;17;5;0;0;2;1;4.0;15558;15557
279;CH513;22-06-2018;CF13143;6;1;2;0;2;9;0;9;1;0;0;0;2;4.0;15747;15557
596;CH513;22-06-2018;CF13143;6;1;2;0;2;7;0;8;0;0;0;0;3;4.0;15716;15557
778;CH513;22-06-2018;CF13143;6;1;7;0;7;17;0;23;3;0;0;2;3;4.0;15560;15557
813;CH513;22-06-2018;CF13143;6;1;2;0;2;6;0;7;1;0;0;0;3;4.0;15614;15557
827;CH513;22-06-2018;CF13143;6;1;5;0;5;10;0;12;3;0;0;0;3;4.0;15638;15557
42;CH513;22-06-2018;CF13143;6;2;5;0;5;0;0;8;5;0;0;0;2;4.0;15619;15557
61;CH513;22-06-2018;CF13143;6;2;6;0;6;0;0;6;5;0;0;0;2;4.0;15719;15557
736;CH513;22-06-2018;CF13143;6;2;2;0;2;4;0;5;2;0;0;0;3;4.0;15577;15557
795;CH513;22-06-2018;CF13143;6;2;5;0;5;0;0;5;4;0;0;0;2;4.0;15589;15557
846;CH513;22-06-2018;CF13143;6;2;2;0;2;5;0;5;1;0;0;0;2;4.0;15673;15557
900;CH513;22-06-2018;CF13143;6;2;4;0;4;0;0;8;3;0;0;0;2;4.0;15752;15557
1094;CH513;22-06-2018;CF13143;6;2;6;0;6;7;0;7;6;0;0;0;3;4.0;15649;15557
239;CH513;22-06-2018;CF13143;6;3;2;1;3;0;0;0;3;0;0;0;2;3.0;15763;15557
792;CH513;22-06-2018;CF13143;6;3;3;0;3;0;0;0;0;0;0;0;2;1.0;15582;15557
841;CH513;22-06-2018;CF13143;6;3;1;0;1;0;0;0;1;0;0;0;2;1.0;15666;15557
850;CH513;22-06-2018;CF13143;6;3;4;0;4;0;0;7;4;0;0;0;2;4.0;15678;15557
889;CH513;22-06-2018;CF13143;6;3;1;1;2;0;0;0;2;0;0;0;2;3.0;15736;15557
928;CH513;22-06-2018;CF13143;6;3;1;1;2;0;0;0;2;0;0;0;2;3.0;15603;15557
